chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr16;81778981;81779235;255;81779154;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.8602
chr16;86087169;86087575;407;86087427;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.8631
chr17;9703728;9704045;318;9703915;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.8745
chr17;10209179;10209729;551;10209453;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.8750
chr17;22879545;22879926;382;22879715;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.8873
chr17;43400143;43400455;313;43400303;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9046
chr17;47662349;47662631;283;47662447;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9077
chr17;54351987;54352273;287;54352095;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9119
chr17;61130909;61131189;281;61131023;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9155
chr17;93313377;93314179;803;93313971;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9385
chr17;94433019;94433279;261;94433090;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9392
chr18;4012489;4012756;268;4012625;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9415
chr18;10859918;10860210;293;10860130;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9464
chr18;33602315;33602595;281;33602434;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9594
chr18;35522154;35522515;362;35522331;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9626
chr18;37165476;37165809;334;37165699;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9637
chr18;46367167;46367516;350;46367358;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9699
chr18;68207235;68207566;332;68207351;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9878
chr18;81913200;81913653;454;81913512;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.9995
chr19;21457212;21457482;271;21457354;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10159
chr19;26733024;26733278;255;26733143;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10201
chr19;29975187;29975485;299;29975320;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10234
chr19;34327025;34327367;343;34327193;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10272
chr19;54378866;54379292;427;54379176;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10429
chr2;14665420;14665686;267;14665561;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.10638
chr2;80863976;80864241;266;80864107;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11160
chr2;84413857;84414133;277;84413954;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11195
chr2;91740749;91741122;374;91740898;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11255
chr2;101323504;101323875;372;101323660;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11294
chr2;109004162;109004428;267;109004273;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11383
chr2;123489343;123489701;359;123489517;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11499
chr2;139809167;139809440;274;139809279;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11613
chr2;140632888;140633516;629;140633246;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11622
chr2;145982491;145982772;282;145982656;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11661
chr2;147381675;147382013;339;147381826;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11672
chr2;154346129;154346392;264;154346296;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11727
chr2;176814691;176814989;299;176814827;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11919
chr3;7804966;7805690;725;7805425;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.11989
chr3;9271754;9272072;319;9271860;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12002
chr3;14009063;14009423;361;14009269;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12040
chr3;17281540;17281804;265;17281660;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12055
chr3;19257484;19257746;263;19257609;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12070
chr3;29220630;29220907;278;29220774;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12138
chr3;35693460;35693863;404;35693620;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12194
chr3;51444174;51444522;349;51444326;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12273
chr3;65491750;65492024;275;65491870;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12384
chr3;73626545;73626916;372;73626717;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12464
chr3;80014473;80015065;593;80014957;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12500
chr3;93557239;93557670;432;93557365;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12613
chr3;121618027;121618446;420;121618273;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12919
chr3;122008745;122009278;534;122009103;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12927
chr3;123256497;123256831;335;123256718;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.12940
chr3;133999189;133999524;336;133999404;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13010
chr4;23427671;23428028;358;23427836;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13343
chr4;83335311;83335716;406;83335412;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13738
chr4;90392700;90392996;297;90392798;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13795
chr4;95568554;95568821;268;95568688;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13822
chr4;106091323;106091711;389;106091531;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13918
chr4;107243328;107243601;274;107243477;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.13927
chr4;143778912;143779231;320;143779079;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.14234
chr4;146954851;146955127;277;146954966;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.14494
chr4;147479570;147480642;1073;147479985;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.14613
chr5;3578998;3579418;421;3579189;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.14745
chr5;15541184;15541451;268;15541301;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.14891
chr5;26800394;26800683;290;26800571;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15057
chr5;28104398;28104707;310;28104491;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15077
chr5;46098544;46098819;276;46098627;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15209
chr5;53010071;53010405;335;53010247;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15254
chr5;73892258;73892536;279;73892402;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15414
chr5;78260477;78260761;285;78260575;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15458
chr5;102083793;102084083;291;102083995;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15600
chr5;102700630;102701481;852;102700890;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15604
chr5;119701627;119701933;307;119701772;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15749
chr5;131111084;131111480;397;131111247;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.15843
chr6;4177725;4178036;312;4177861;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16073
chr6;7403684;7403964;281;7403855;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16095
chr6;9092707;9092977;271;9092817;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16116
chr6;12983341;12983642;302;12983444;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16138
chr6;15713131;15713408;278;15713270;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16146
chr6;24683772;24684077;306;24683928;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16207
chr6;30480497;30480820;324;30480667;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16257
chr6;37825387;37826083;697;37825643;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16316
chr6;42655148;42655408;261;42655261;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16343
chr6;52487466;52487727;262;52487593;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16423
chr6;53519554;53519898;345;53519652;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16427
chr6;54211149;54211452;304;54211235;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16439
chr6;57189961;57190220;260;57190116;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16462
chr6;61324486;61324812;327;61324674;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16502
chr6;78063335;78063612;278;78063486;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16633
chr6;89876520;89876816;297;89876666;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16728
chr6;104295276;104295601;326;104295469;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16856
chr6;108878854;108879265;412;108879115;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16873
chr6;110274483;110274753;271;110274550;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16880
chr6;112225375;112225961;587;112225719;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16891
chr6;121655063;121655375;313;121655229;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.16970
chr6;128746734;128747303;570;128747101;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17024
chr6;129235793;129236097;305;129235917;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17027
chr7;14625986;14626297;312;14626140;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17319
chr7;14797757;14798030;274;14797930;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17329
chr7;51159893;51160245;353;51160110;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17649
chr7;63424912;63425259;348;63425090;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17710
chr7;64475497;64476103;607;64475948;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17717
chr7;81954521;81954877;357;81954670;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.17868
chr7;102319959;102320242;284;102320129;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18004
chr7;107236811;107237144;334;107236937;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18049
chr7;112806129;112806420;292;112806265;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18087
chr7;124069450;124069825;376;124069652;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18190
chr8;7288894;7289189;296;7289020;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18392
chr8;9569166;9569969;804;9569307;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18408
chr8;27631966;27632255;290;27632082;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18716
chr8;44056125;44056397;273;44056246;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18818
chr8;60735878;60736248;371;60736088;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18925
chr8;67653336;67653601;266;67653440;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.18972
chr8;80502057;80502391;335;80502197;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19070
chr8;89129504;89129867;364;89129750;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19134
chr9;3375921;3376836;916;3376552;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19407
chr9;5311537;5311847;311;5311716;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19426
chr9;22190963;22191610;648;22191265;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19529
chr9;26912036;26912296;261;26912140;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19577
chr9;57291737;57292159;423;57291947;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19837
chr9;68798401;68798728;328;68798590;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19944
chr9;71231811;71232162;352;71232006;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.19967
chr9;86109132;86109415;284;86109293;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20074
chr9;107855102;107855392;291;107855232;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20249
chr9;122656476;122656841;366;122656691;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20355
chrUn_GL456378;120;429;310;333;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20384
chrX;10472742;10473008;267;10472827;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20423
chrX;22067024;22067350;327;22067098;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20485
chrX;23954265;23954560;296;23954421;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20494
chrX;70968526;70968848;323;70968679;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20632
chrX;71851932;71852260;329;71852121;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20633
chrX;75333452;75333721;270;75333594;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20651
chrX;129758623;129758881;259;129758710;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20824
chrX;152648506;152648896;391;152648698;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20905
chrX;153327671;153328117;447;153327941;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20910
chrX;160327515;160327909;395;160327677;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20930
chrX;169794831;169795167;337;169795010;31,59;11,59914;4,16728;8,96024;mDUX-rep1-peak.20955
chr8;20694124;20694515;392;20694264;72,58;11,57381;2,48917;8,94432;mDUX-rep1-peak.18651
chr15;38882594;38882901;308;38882733;50,38;11,57109;3,02229;8,94161;mDUX-rep1-peak.7567
chr5;74706922;74707211;290;74707014;50,38;11,57109;3,02229;8,94161;mDUX-rep1-peak.15419
chr8;95337495;95337779;285;95337657;38,42;11,56638;3,59369;8,93695;mDUX-rep1-peak.19190
chr15;77598398;77598728;331;77598548;32,45;11,56566;4,04565;8,93624;mDUX-rep1-peak.7820
chr5;136581741;136582031;291;136581946;33,3;11,56507;3,94223;8,93566;mDUX-rep1-peak.15887
chr3;87504397;87504706;310;87504571;66,6;11,56031;2,6001;8,93092;mDUX-rep1-peak.12553
chr5;15708929;15709491;563;15709420;35,01;11,55875;3,75349;8,92936;mDUX-rep1-peak.14936
chr12;20343661;20344042;382;20343864;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.3707
chr13;66725943;66726946;1004;66726742;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.5367
chr14;6389388;6389887;500;6389584;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.6144
chr14;19567233;19567839;607;19567488;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.6422
chr14;65661708;65662117;410;65661916;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.6926
chr18;81053917;81054173;257;81054035;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.9989
chr19;8658576;8658903;328;8658722;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.10071
chr2;60640156;60640471;316;60640335;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.10950
chr4;146526787;146527592;806;146527344;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.14438
chr4;146902246;146902513;268;146902341;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.14484
chr7;130520956;130521270;315;130521151;38,42;11,52872;3,58405;8,89954;mDUX-rep1-peak.18245
chr13;65486142;65486403;262;65486264;33,3;11,52693;3,93071;8,89788;mDUX-rep1-peak.5281
chr14;4028993;4029852;860;4029674;59,77;11,52577;2,76235;8,89675;mDUX-rep1-peak.5901
chr4;145574152;145575166;1015;145574558;59,77;11,52577;2,76235;8,89675;mDUX-rep1-peak.14311
chr5;36908480;36908742;263;36908631;62,33;11,52177;2,66998;8,89279;mDUX-rep1-peak.15158
chr15;100165380;100166026;647;100165797;48,67;11,51665;3,10445;8,88769;mDUX-rep1-peak.7978
chr6;35027229;35027588;360;35027444;48,67;11,51665;3,10445;8,88769;mDUX-rep1-peak.16294
chr6;128630243;128630567;325;128630500;48,67;11,51665;3,10445;8,88769;mDUX-rep1-peak.17023
chr7;79493899;79494155;257;79494021;48,67;11,51665;3,10445;8,88769;mDUX-rep1-peak.17843
chr7;143961145;143961448;304;143961269;48,67;11,51665;3,10445;8,88769;mDUX-rep1-peak.18349
chr2;112670113;112670444;332;112670340;40,13;11,51593;3,43772;8,88703;mDUX-rep1-peak.11408
chr9;65490241;65490505;265;65490414;40,13;11,51593;3,43772;8,88703;mDUX-rep1-peak.19917
chr14;19613312;19613792;481;19613496;45,26;11,50072;3,19798;8,87191;mDUX-rep1-peak.6432
chr11;72765469;72767240;1772;72766416;31,59;11,4966;4,13362;8,86779;mDUX-rep1-peak.3176
chr9;35001367;35001652;286;35001500;33,3;11,48896;3,91926;8,86022;mDUX-rep1-peak.19656
chr1;85090107;85090483;377;85090405;41,84;11,48804;3,43408;8,85933;mDUX-rep1-peak.624
chr14;56348972;56349302;331;56349207;41,84;11,48804;3,43408;8,85933;mDUX-rep1-peak.6841
chr14;101612716;101613015;300;101612853;35,01;11,48762;3,73364;8,85892;mDUX-rep1-peak.7144
chr13;94367172;94367473;302;94367334;32,45;11,48677;4,02085;8,85809;mDUX-rep1-peak.5564
chr10;38849964;38850433;470;38850163;46,11;11,47645;3,14063;8,84781;mDUX-rep1-peak.1772
chr12;31628483;31628746;264;31628589;46,11;11,47645;3,14063;8,84781;mDUX-rep1-peak.3803
chr14;7421699;7423092;1394;7422617;46,96;11,47645;3,19756;8,84781;mDUX-rep1-peak.6290
chr15;9219837;9220769;933;9220284;46,11;11,47645;3,14063;8,84781;mDUX-rep1-peak.7359
chr4;146513390;146514266;877;146513726;46,11;11,47645;3,14063;8,84781;mDUX-rep1-peak.14433
chr12;55347014;55347291;278;55347167;40,13;11,47391;3,4277;8,84539;mDUX-rep1-peak.3965
chr13;5690596;5691198;603;5690895;40,13;11,47391;3,4277;8,84539;mDUX-rep1-peak.4651
chr3;95636214;95636589;376;95636373;40,99;11,47391;3,49885;8,84539;mDUX-rep1-peak.12694
chr8;106975033;106975311;279;106975195;40,99;11,47391;3,49885;8,84539;mDUX-rep1-peak.19271
chr9;58877716;58878060;345;58877909;40,13;11,47391;3,4277;8,84539;mDUX-rep1-peak.19857
chr9;22442935;22443226;292;22443116;48,67;11,4719;3,09574;8,84358;mDUX-rep1-peak.19533
chr9;64335810;64336082;273;64335970;40,13;11,45475;3,42313;8,82654;mDUX-rep1-peak.19909
chr17;45979467;45979836;370;45979605;44,4;11,45333;3,24298;8,82513;mDUX-rep1-peak.9069
chr2;11405481;11405762;282;11405590;35,01;11,45226;3,72379;8,82414;mDUX-rep1-peak.10614
chr4;146950033;146951152;1120;146950621;35,01;11,45226;3,72379;8,82414;mDUX-rep1-peak.14491
chr4;32177099;32177357;259;32177277;42,69;11,45089;3,36108;8,82284;mDUX-rep1-peak.13400
chr14;7512347;7512873;527;7512613;44,4;11,44792;3,24183;8,81999;mDUX-rep1-peak.6306
chr8;20023778;20024872;1095;20024557;64,04;11,43139;2,60164;8,80353;mDUX-rep1-peak.18533
chr10;7594768;7595079;312;7594874;37,57;11,42232;3,63412;8,79454;mDUX-rep1-peak.1509
chr10;111962278;111962656;379;111962385;57,21;11,41935;2,7719;8,79158;mDUX-rep1-peak.2404
chrX;74429918;74430211;294;74429986;57,21;11,41935;2,7719;8,79158;mDUX-rep1-peak.20643
chr16;34877011;34877284;274;34877144;35,01;11,41704;3,714;8,78929;mDUX-rep1-peak.8303
chr6;113962913;113963350;438;113963212;42,69;11,41011;3,3518;8,78243;mDUX-rep1-peak.16904
chr4;117007509;117007866;358;117007778;69,16;11,40324;2,50587;8,7756;mDUX-rep1-peak.14010
chr2;131167899;131168293;395;131168189;35,86;11,38194;3,7921;8,75438;mDUX-rep1-peak.11564
chr10;113522280;113522628;349;113522498;36,72;11,38138;3,70499;8,75383;mDUX-rep1-peak.2416
chr12;18633693;18634130;438;18633840;36,72;11,38138;3,70499;8,75383;mDUX-rep1-peak.3664
chr7;45477009;45477280;272;45477119;33,3;11,37598;3,88529;8,74847;mDUX-rep1-peak.17603
chr2;144994516;144994780;265;144994591;32,45;11,36974;3,98421;8,74228;mDUX-rep1-peak.11655
chr4;145593792;145594090;299;145593866;32,45;11,36974;3,98421;8,74228;mDUX-rep1-peak.14318
chr9;3034987;3036409;1423;3036034;5502,4;11,35421;1,09783;8,72686;mDUX-rep1-peak.19403
chr15;75983623;75983895;273;75983734;49,53;11,34062;3,024;8,71332;mDUX-rep1-peak.7807
chr10;95566838;95567099;262;95566928;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.2248
chr12;19942459;19942724;266;19942569;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.3695
chr12;115832245;115832684;440;115832491;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.4591
chr13;12872371;12875451;3081;12873558;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.4742
chr13;12876392;12878227;1836;12876565;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.4743
chr13;21797515;21797802;288;21797660;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.4861
chr14;6577178;6577841;664;6577568;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.6180
chr15;80576804;80577186;383;80577043;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.7837
chr2;20493826;20494458;633;20493998;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.10680
chr4;73606334;73606702;369;73606566;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.13674
chr4;101997465;101997755;291;101997590;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.13886
chr4;147256315;147257046;732;147256630;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.14560
chr5;3872379;3872739;361;3872552;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.14749
chr8;10347726;10347981;256;10347833;31,59;11,31445;4,07419;8,68732;mDUX-rep1-peak.18416
chr3;144436043;144436304;262;144436118;36,72;11,31375;3,68653;8,6869;mDUX-rep1-peak.13089
chr14;3545170;3545945;776;3545874;153,7;11,29617;1,81998;8,66942;mDUX-rep1-peak.5871
chr14;59204974;59205255;282;59205098;32,45;11,29257;3,96015;8,66586;mDUX-rep1-peak.6865
chr14;6977442;6978233;792;6977981;34,16;11,28412;3,76454;8,65743;mDUX-rep1-peak.6225
chr13;66414773;66415208;436;66415132;38,42;11,27733;3,52005;8,65068;mDUX-rep1-peak.5331
chr1;62767779;62768222;444;62768124;40,13;11,27349;3,38009;8,64688;mDUX-rep1-peak.429
chr1;85094198;85094931;734;85094653;37,57;11,2584;3,59098;8,63189;mDUX-rep1-peak.626
chr11;52227587;52227969;383;52227802;37,57;11,2584;3,59098;8,63189;mDUX-rep1-peak.2998
chr1;134535089;134535986;898;134535254;31,59;11,25509;4,05493;8,62859;mDUX-rep1-peak.956
chr7;141249273;141249629;357;141249496;32,45;11,25424;3,94823;8,62777;mDUX-rep1-peak.18326
chr8;91912238;91912519;282;91912407;35,01;11,2429;3,66579;8,61649;mDUX-rep1-peak.19164
chr6;83077561;83077881;321;83077747;103,32;11,24279;2,08639;8,6164;mDUX-rep1-peak.16653
chr4;146426449;146427821;1373;146427675;39,28;11,24112;3,43967;8,61473;mDUX-rep1-peak.14411
chr3;121559064;121559336;273;121559190;60,63;11,23862;2,68755;8,61225;mDUX-rep1-peak.12917
chr8;19907880;19908585;706;19908361;71,73;11,21399;2,46667;8,58774;mDUX-rep1-peak.18508
chr3;93801262;93801716;455;93801414;42,69;11,21033;3,30652;8,58415;mDUX-rep1-peak.12633
chr14;6906527;6906864;338;6906742;33,3;11,1908;3,82998;8,5647;mDUX-rep1-peak.6213
chr4;146270887;146271280;394;146271046;46,96;11,19034;3,13897;8,56425;mDUX-rep1-peak.14403
chr5;37802104;37802431;328;37802218;42,69;11,18212;3,30015;8,55609;mDUX-rep1-peak.15162
chr9;48779693;48779981;289;48779832;42,69;11,18212;3,30015;8,55609;mDUX-rep1-peak.19779
chr15;101343975;101344243;269;101344114;44,4;11,17587;3,18385;8,54999;mDUX-rep1-peak.7993
chr9;103155275;103155624;350;103155495;35,86;11,17417;3,73334;8,54831;mDUX-rep1-peak.20203
chr1;164461218;164461490;273;164461427;54,65;11,17192;2,83703;8,54609;mDUX-rep1-peak.1214
chr2;179277875;179278138;264;179278028;37,57;11,16141;3,56559;8,53559;mDUX-rep1-peak.11938
chr5;74973195;74973466;272;74973341;40,13;11,15451;3,352;8,5287;mDUX-rep1-peak.15421
chr5;146834417;146834925;509;146834634;36,72;11,14681;3,64115;8,52104;mDUX-rep1-peak.15973
chr10;75843065;75843404;340;75843162;51,23;11,14005;2,90182;8,51433;mDUX-rep1-peak.2073
chr13;96451378;96451685;308;96451531;51,23;11,14005;2,90182;8,51433;mDUX-rep1-peak.5583
chr14;6737692;6738153;462;6738026;51,23;11,14005;2,90182;8,51433;mDUX-rep1-peak.6197
chr8;19733598;19733891;294;19733744;58,92;11,13809;2,73472;8,51242;mDUX-rep1-peak.18491
chr10;91542051;91542400;350;91542204;33,3;11,12778;3,81126;8,50218;mDUX-rep1-peak.2209
chr14;6074936;6075236;301;6075062;33,3;11,12778;3,81126;8,50218;mDUX-rep1-peak.6114
chr5;31729903;31730180;278;31730062;33,3;11,12778;3,81126;8,50218;mDUX-rep1-peak.15110
chr6;137268011;137268283;273;137268133;33,3;11,12778;3,81126;8,50218;mDUX-rep1-peak.17088
chr8;117670471;117670802;332;117670642;33,3;11,12778;3,81126;8,50218;mDUX-rep1-peak.19344
chr13;65525157;65526036;880;65525241;34,16;11,10687;3,71384;8,48153;mDUX-rep1-peak.5284
chr16;12531350;12531611;262;12531459;35,86;11,10595;3,71415;8,48063;mDUX-rep1-peak.8112
chr17;14963245;14963504;260;14963394;45,26;11,10233;3,11559;8,47711;mDUX-rep1-peak.8779
chr14;3297647;3298006;360;3297730;31,59;11,09775;4,00412;8,47254;mDUX-rep1-peak.5857
chr6;136454661;136454935;275;136454776;31,59;11,09775;4,00412;8,47254;mDUX-rep1-peak.17080
chr14;43271231;43271791;561;43271576;39,28;11,08912;3,40262;8,46401;mDUX-rep1-peak.6662
chrX;89633937;89634365;429;89633966;104,17;11,0828;2,06222;8,45772;mDUX-rep1-peak.20698
chr2;53189970;53190360;391;53190254;36,72;11,08087;3,62331;8,4558;mDUX-rep1-peak.10890
chr10;8752175;8752433;259;8752355;49,53;11,06395;2,97206;8,439;mDUX-rep1-peak.1520
chr15;57792777;57793043;267;57792936;49,53;11,06395;2,97206;8,439;mDUX-rep1-peak.7684
chr7;131389857;131390170;314;131389932;49,53;11,06395;2,97206;8,439;mDUX-rep1-peak.18252
chr5;67099194;67099499;306;67099365;43,55;11,03969;3,21008;8,41488;mDUX-rep1-peak.15361
chr14;7816086;7816415;330;7816204;40,99;11,03697;3,39338;8,41219;mDUX-rep1-peak.6331
