chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr17;47341921;47342141;221;47342082;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.13147
chr18;24638540;24638827;288;24638662;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.13814
chr19;29169192;29169419;228;29169293;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.14806
chr2;132151641;132151877;237;132151720;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.16722
chr3;8939492;8939828;337;8939665;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.17346
chr3;96292290;96292880;591;96292745;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.18323
chr3;108857006;108857322;317;108857071;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.18512
chr3;131968117;131968341;225;131968217;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.18724
chr3;144605771;144606042;272;144605898;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.18856
chr8;65056457;65056727;271;65056645;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.27174
chr9;41809398;41809673;276;41809509;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.28255
chr9;102961533;102961796;264;102961630;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.29003
chrX;103481597;103481827;231;103481752;28,48;8,09834;3,27514;5,57446;mDUX-rep2-peak.29755
chr6;112311561;112311775;215;112311683;36,07;8,09401;2,81259;5,57054;mDUX-rep2-peak.24120
chr11;62245191;62245435;245;62245326;39,87;8,08381;2,75012;5,5604;mDUX-rep2-peak.4527
chr3;27677554;27677907;354;27677654;41,77;8,08262;2,67282;5,55923;mDUX-rep2-peak.17505
chr15;96149020;96149617;598;96149585;59,8;8,07578;2,25186;5,55253;mDUX-rep2-peak.11458
chr1_GL456221_random;147604;147906;303;147754;33,22;8,07439;2,95427;5,55116;mDUX-rep2-peak.15302
chr5;15671248;15671492;245;15671294;69,29;8,07379;2,09515;5,55056;mDUX-rep2-peak.21405
chr11;101842226;101842499;274;101842427;43,66;8,07333;2,60126;5,5501;mDUX-rep2-peak.5056
chr13;80703215;80703514;300;80703362;30,37;8,06832;3,12808;5,54511;mDUX-rep2-peak.8004
chr14;7106681;7106895;215;7106813;30,37;8,06832;3,12808;5,54511;mDUX-rep2-peak.9118
chr4;149804387;149804599;213;149804509;30,37;8,06832;3,12808;5,54511;mDUX-rep2-peak.21092
chr7;19877033;19877283;251;19877183;51,26;8,05555;2,37533;5,53249;mDUX-rep2-peak.24951
chr9;96852898;96853192;295;96853099;51,26;8,05555;2,37533;5,53249;mDUX-rep2-peak.28932
chr11;69073454;69073685;232;69073563;32,27;8,05154;3,00299;5,52852;mDUX-rep2-peak.4622
chr13;55730797;55731007;211;55730900;32,27;8,05154;3,00299;5,52852;mDUX-rep2-peak.7522
chr13;64024912;64025151;240;64025093;32,27;8,05154;3,00299;5,52852;mDUX-rep2-peak.7675
chr17;21651235;21651744;510;21651268;32,27;8,05154;3,00299;5,52852;mDUX-rep2-peak.12832
chr14;6606030;6606380;351;6606216;25,63;8,05142;3,50654;5,52842;mDUX-rep2-peak.9027
chr2;127093477;127093897;421;127093606;24,68;8,04832;3,60059;5,52536;mDUX-rep2-peak.16660
chr7;112688686;112688929;244;112688806;30,37;8,04578;3,12155;5,52284;mDUX-rep2-peak.25917
chr4;130642210;130642476;267;130642344;26,58;8,03965;3,41437;5,51675;mDUX-rep2-peak.20308
chr2;177320806;177321224;419;177321052;27,53;8,03933;3,3326;5,51645;mDUX-rep2-peak.17243
chr4;111530489;111530830;342;111530568;27,53;8,03933;3,3326;5,51645;mDUX-rep2-peak.20074
chr14;4149018;4149576;559;4149343;46,51;8,03104;2,50059;5,50828;mDUX-rep2-peak.8634
chr7;6550953;6551234;282;6550981;132,89;8,02561;1,6948;5,50291;mDUX-rep2-peak.24647
chr15;100041448;100041764;317;100041545;37,02;8,02449;2,75302;5,5018;mDUX-rep2-peak.11530
chr14;56372011;56372234;224;56372121;25,63;8,0242;3,49687;5,50153;mDUX-rep2-peak.9927
chr2;152223963;152224208;246;152224078;25,63;8,0242;3,49687;5,50153;mDUX-rep2-peak.16904
chr3;94222240;94222619;380;94222333;24,68;8,01988;3,59002;5,49725;mDUX-rep2-peak.18269
chr7;80539486;80540072;587;80539733;24,68;8,01988;3,59002;5,49725;mDUX-rep2-peak.25584
chr15;101529154;101529494;341;101529417;31,32;8,01255;3,05029;5,49;mDUX-rep2-peak.11560
chr7;25768635;25768879;245;25768715;34,17;8,0027;2,88457;5,48017;mDUX-rep2-peak.25015
chr9;72653062;72653318;257;72653165;29,43;7,99653;3,17296;5,47405;mDUX-rep2-peak.28679
chr13;100273065;100273274;210;100273149;24,68;7,99156;3,57951;5,4691;mDUX-rep2-peak.8231
chr9;102924736;102925023;288;102924841;41,77;7,98759;2,65293;5,46519;mDUX-rep2-peak.29002
chrX;169979645;169979867;223;169979744;47,46;7,98273;2,4638;5,46034;mDUX-rep2-peak.30026
chr12;115615156;115616037;882;115615272;40,82;7,98158;2,68861;5,4592;mDUX-rep2-peak.6701
chr1;91756932;91757177;246;91757090;35,12;7,97941;2,83078;5,45703;mDUX-rep2-peak.1083
chr4;106244396;106244811;416;106244558;35,12;7,97941;2,83078;5,45703;mDUX-rep2-peak.20007
chr17;45497311;45497559;249;45497427;25,63;7,9701;3,47769;5,44785;mDUX-rep2-peak.13130
chr4;155566611;155566826;216;155566704;31,32;7,96935;3,03825;5,44711;mDUX-rep2-peak.21141
chr4;145525759;145526416;658;145526214;39,87;7,96785;2,72445;5,44562;mDUX-rep2-peak.20570
chr9;48276837;48277206;370;48277110;39,87;7,96785;2,72445;5,44562;mDUX-rep2-peak.28366
chr14;5910387;5910599;213;5910486;40,82;7,96471;2,68499;5,44258;mDUX-rep2-peak.8908
chr16;30117495;30117734;240;30117660;27,53;7,96454;3,30825;5,44241;mDUX-rep2-peak.11981
chr1;10038483;10038692;210;10038595;38,92;7,96366;2,76437;5,44154;mDUX-rep2-peak.74
chr7;139122068;139122497;430;139122137;43,66;7,96209;2,57918;5,44001;mDUX-rep2-peak.26263
chr1;38329603;38329868;266;38329798;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.394
chr1;72248604;72249057;454;72248767;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.738
chr14;41426532;41426859;328;41426616;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.9596
chr14;65834796;65835098;303;65834923;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.10066
chr1_GL456221_random;131556;131800;245;131613;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.15294
chr4;98847543;98847799;257;98847660;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.19883
chr5;21827572;21827794;223;21827720;26,58;7,96181;3,38794;5,43973;mDUX-rep2-peak.21494
chr8;123794803;123795031;229;123794940;28,48;7,95269;3,22957;5,43071;mDUX-rep2-peak.27763
chr6;118636325;118636680;356;118636556;31,32;7,94785;3,03226;5,42593;mDUX-rep2-peak.24189
chr1;85330061;85330990;930;85330453;25,63;7,94322;3,46817;5,42136;mDUX-rep2-peak.964
chr9;99578015;99578310;296;99578192;26,58;7,93607;3,37922;5,41424;mDUX-rep2-peak.28966
chr16;23101986;23102218;233;23102093;24,68;7,90735;3,54835;5,38574;mDUX-rep2-peak.11935
chr8;3421396;3421681;286;3421512;24,68;7,90735;3,54835;5,38574;mDUX-rep2-peak.26348
chr5;25961485;25961694;210;25961577;31,32;7,90504;3,02036;5,38348;mDUX-rep2-peak.21547
chr1;58475068;58475296;229;58475200;49,36;7,90451;2,39804;5,38297;mDUX-rep2-peak.597
chr10;91735011;91735303;293;91735233;49,36;7,90451;2,39804;5,38297;mDUX-rep2-peak.3252
chr16;3122116;3122407;292;3122279;44,61;7,89324;2,53405;5,37175;mDUX-rep2-peak.11602
chr12;88264570;88264804;235;88264666;30,37;7,89002;3,07655;5,3686;mDUX-rep2-peak.6395
chr1;183561229;183561563;335;183561437;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.2035
chr13;66699373;66699620;248;66699463;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.7828
chr15;67034080;67034800;721;67034762;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.11191
chr17;84797024;84797311;288;84797197;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.13504
chr5;126824231;126824618;388;126824471;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.22611
chr5;149737288;149737548;261;149737364;25,63;7,8898;3,44931;5,36839;mDUX-rep2-peak.22891
chr13;59765183;59765411;229;59765365;32,27;7,88465;2,95814;5,36336;mDUX-rep2-peak.7593
chr1_GL456221_random;70458;70716;259;70624;29,43;7,88184;3,13859;5,36056;mDUX-rep2-peak.15283
chr8;123849394;123849681;288;123849598;29,43;7,88184;3,13859;5,36056;mDUX-rep2-peak.27766
chr6;134211952;134212212;261;134212018;28,48;7,88158;3,20743;5,36032;mDUX-rep2-peak.24376
chr5;15508086;15508418;333;15508152;60,75;7,87377;2,20533;5,3526;mDUX-rep2-peak.21346
chr11;94182168;94182394;227;94182280;34,17;7,86571;2,8502;5,34457;mDUX-rep2-peak.4931
chr4;147341033;147341326;294;147341157;35,12;7,8654;2,8031;5,34429;mDUX-rep2-peak.20937
chr10;70927992;70928207;216;70928109;25,63;7,86325;3,43995;5,34215;mDUX-rep2-peak.2996
chr14;6073566;6073827;262;6073740;25,63;7,86325;3,43995;5,34215;mDUX-rep2-peak.8938
chr1;88287938;88288303;366;88288010;37,97;7,86097;2,78345;5,33991;mDUX-rep2-peak.1046
chr10;66930748;66931172;425;66930935;37,02;7,86097;2,71565;5,33991;mDUX-rep2-peak.2915
chr14;7548481;7548775;295;7548705;37,97;7,86097;2,78345;5,33991;mDUX-rep2-peak.9180
chr18;57360253;57360473;221;57360324;37,02;7,86097;2,71565;5,33991;mDUX-rep2-peak.14157
chr4;142070863;142071146;284;142071022;37,02;7,86097;2,71565;5,33991;mDUX-rep2-peak.20450
chr4;145831695;145832044;350;145831871;37,02;7,86097;2,71565;5,33991;mDUX-rep2-peak.20650
chr5;76103935;76104156;222;76103981;37,02;7,86097;2,71565;5,33991;mDUX-rep2-peak.22081
chr6;121480611;121481099;489;121480928;37,97;7,86097;2,78345;5,33991;mDUX-rep2-peak.24233
chr8;111970542;111970759;218;111970647;37,97;7,86097;2,78345;5,33991;mDUX-rep2-peak.27673
chr2;105397967;105398212;246;105398122;63,6;7,85186;2,15323;5,33111;mDUX-rep2-peak.16380
chr8;20102652;20103105;454;20102893;63,6;7,85186;2,15323;5,33111;mDUX-rep2-peak.26583
chr4;147112780;147113292;513;147112930;24,68;7,85182;3,52788;5,33109;mDUX-rep2-peak.20860
chr16;3122743;3123308;566;3123044;69,29;7,84691;2,06742;5,3262;mDUX-rep2-peak.11603
chr15;98928664;98929073;410;98928980;34,17;7,84635;2,84536;5,32565;mDUX-rep2-peak.11510
chr13;8762276;8762622;347;8762443;30,37;7,84615;3,06393;5,32545;mDUX-rep2-peak.6854
chr3;70838474;70838782;309;70838713;30,37;7,84615;3,06393;5,32545;mDUX-rep2-peak.17965
chr12;19192939;19193158;220;19193026;37,97;7,84396;2,77948;5,32332;mDUX-rep2-peak.5479
chr5;99253410;99253767;358;99253498;37,02;7,84396;2,71178;5,32332;mDUX-rep2-peak.22271
chr7;7127100;7127560;461;7127512;37,97;7,84396;2,77948;5,32332;mDUX-rep2-peak.24654
chr1;85585957;85586179;223;85585980;32,27;7,84353;2,94713;5,32293;mDUX-rep2-peak.991
chr17;21961625;21961877;253;21961821;32,27;7,84353;2,94713;5,32293;mDUX-rep2-peak.12838
chr17;23601379;23601647;269;23601559;31,32;7,84131;3,00268;5,32075;mDUX-rep2-peak.12865
chr14;60988072;60988300;229;60988156;25,63;7,83681;3,43064;5,31627;mDUX-rep2-peak.9990
chr7;127362485;127362829;345;127362696;25,63;7,83681;3,43064;5,31627;mDUX-rep2-peak.26129
chr12;80947352;80947731;380;80947555;26,58;7,8341;3,3448;5,3136;mDUX-rep2-peak.6238
chr14;6845096;6845365;270;6845265;30,37;7,82432;3,05766;5,30384;mDUX-rep2-peak.9052
chr14;4572846;4573220;375;4572926;24,68;7,82424;3,51773;5,30377;mDUX-rep2-peak.8710
chr15;100099500;100099780;281;100099606;24,68;7,82424;3,51773;5,30377;mDUX-rep2-peak.11533
chr5;150569860;150570096;237;150569918;24,68;7,82424;3,51773;5,30377;mDUX-rep2-peak.22918
chr11;66914265;66914517;253;66914415;27,53;7,81741;3,26061;5,2971;mDUX-rep2-peak.4590
chr5;134799937;134800201;265;134800024;33,22;7,81219;2,88625;5,29192;mDUX-rep2-peak.22694
chr14;4075554;4075772;219;4075712;46,51;7,81139;2,46019;5,29113;mDUX-rep2-peak.8617
chr8;20058537;20058917;381;20058837;35,12;7,80906;2,78946;5,28883;mDUX-rep2-peak.26573
chr1_GL456212_random;119524;119773;250;119660;24,68;7,79678;3,50764;5,27661;mDUX-rep2-peak.15270
chr4;108318863;108319389;527;108319309;24,68;7,79678;3,50764;5,27661;mDUX-rep2-peak.20036
chr1;127598241;127598816;576;127598598;27,53;7,79321;3,2528;5,27306;mDUX-rep2-peak.1296
chr4;100671312;100671562;251;100671427;27,53;7,79321;3,2528;5,27306;mDUX-rep2-peak.19908
chr12;18238257;18238726;470;18238299;35,12;7,79038;2,78494;5,27031;mDUX-rep2-peak.5445
chr2;122381147;122381595;449;122381203;35,12;7,79038;2,78494;5,27031;mDUX-rep2-peak.16608
chrUn_JH584304;28006;28230;225;28086;228,76;7,78711;1,4732;5,2671;mDUX-rep2-peak.29282
chr5;15509507;15510300;794;15509660;55,05;7,78502;2,24756;5,26502;mDUX-rep2-peak.21347
chr13;35876566;35876930;365;35876746;25,63;7,78426;3,41218;5,26425;mDUX-rep2-peak.7249
chr14;5746537;5746752;216;5746671;30,37;7,78086;3,0452;5,2609;mDUX-rep2-peak.8870
chr17;17060067;17060839;773;17060687;24,68;7,76944;3,49761;5,24952;mDUX-rep2-peak.12765
chr3;152338281;152338533;253;152338369;27,53;7,76909;3,24503;5,2492;mDUX-rep2-peak.18918
chr8;19722311;19722770;460;19722661;56;7,76512;2,22565;5,24525;mDUX-rep2-peak.26509
chr12;104761188;104761776;589;104761656;28,48;7,76471;3,1712;5,24484;mDUX-rep2-peak.6553
chr13;12806328;12806948;621;12806705;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.6909
chr2;69055276;69055592;317;69055321;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.15952
chr6;13586559;13586832;274;13586746;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.23088
chr6;31266647;31266926;280;31266771;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.23255
chr7;7535078;7535391;314;7535161;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.24663
chr8;19962618;19962831;214;19962704;35,12;7,76376;2,77852;5,2439;mDUX-rep2-peak.26553
chr11;33873094;33873402;309;33873215;42,71;7,75937;2,57144;5,23967;mDUX-rep2-peak.4223
chr8;20343808;20344352;545;20344155;42,71;7,75937;2,57144;5,23967;mDUX-rep2-peak.26635
chr5;122269023;122269322;300;122269162;25,63;7,75814;3,40302;5,23854;mDUX-rep2-peak.22557
chr9;31687755;31687991;237;31687837;25,63;7,75814;3,40302;5,23854;mDUX-rep2-peak.28141
chr11;88624471;88624952;482;88624783;31,32;7,75723;2,97944;5,23765;mDUX-rep2-peak.4884
chr1;151693261;151693512;252;151693398;47,46;7,75552;2,42302;5,23594;mDUX-rep2-peak.1598
chr11;88627278;88627507;230;88627454;47,46;7,75552;2,42302;5,23594;mDUX-rep2-peak.4885
chr14;5249510;5250070;561;5249674;47,46;7,75552;2,42302;5,23594;mDUX-rep2-peak.8802
chr3;87384936;87385320;385;87385181;47,46;7,75552;2,42302;5,23594;mDUX-rep2-peak.18099
chr1;26688033;26688403;371;26688153;33,22;7,75302;2,871;5,23349;mDUX-rep2-peak.240
chr1_GL456221_random;144300;144598;299;144512;33,22;7,75302;2,871;5,23349;mDUX-rep2-peak.15301
chrX;169977803;169978057;255;169977900;43,66;7,72889;2,5331;5,20962;mDUX-rep2-peak.30025
chr2;38944027;38944268;242;38944150;27,53;7,72112;3,2296;5,20189;mDUX-rep2-peak.15660
chr12;115599787;115600032;246;115599898;28,48;7,71852;3,15693;5,19931;mDUX-rep2-peak.6695
chr14;5389954;5390239;286;5390073;45,56;7,71309;2,47013;5,19393;mDUX-rep2-peak.8823
chr8;20398460;20398735;276;20398609;48,41;7,71189;2,3896;5,19274;mDUX-rep2-peak.26657
chr18;76179126;76179438;313;76179323;26,58;7,70885;3,30274;5,18969;mDUX-rep2-peak.14385
chr8;127008982;127009192;211;127009068;26,58;7,70885;3,30274;5,18969;mDUX-rep2-peak.27808
chr4;145670509;145670767;259;145670646;58,85;7,70746;2,2167;5,18841;mDUX-rep2-peak.20601
chr5;134558307;134558611;305;134558535;58,85;7,70746;2,2167;5,18841;mDUX-rep2-peak.22693
chr13;57525901;57526154;254;57526003;25,63;7,70623;3,38485;5,1872;mDUX-rep2-peak.7538
chr5;15468884;15469259;376;15468967;25,63;7,70623;3,38485;5,1872;mDUX-rep2-peak.21328
chr8;107051513;107051778;266;107051662;39,87;7,69098;2,66355;5,17204;mDUX-rep2-peak.27612
chr2;153404080;153404301;222;153404184;24,68;7,68813;3,46785;5,16919;mDUX-rep2-peak.16931
chr16;33799091;33799571;481;33799177;70,24;7,68756;2,03547;5,16865;mDUX-rep2-peak.12058
chr4;145578597;145578908;312;145578742;38,92;7,68601;2,70151;5,16711;mDUX-rep2-peak.20584
chr9;70261491;70261709;219;70261603;26,58;7,68408;3,29445;5,16519;mDUX-rep2-peak.28639
chr12;40917512;40917890;379;40917603;61,7;7,68312;2,16202;5,16424;mDUX-rep2-peak.5788
chr11;8694183;8694536;354;8694293;25,63;7,68043;3,37584;5,16157;mDUX-rep2-peak.3891
chr14;5957337;5957554;218;5957452;35,12;7,67926;2,75815;5,16043;mDUX-rep2-peak.8914
chr14;5275318;5275528;211;5275401;33,22;7,67858;2,85186;5,15975;mDUX-rep2-peak.8807
chr14;7465729;7466510;782;7466030;33,22;7,67858;2,85186;5,15975;mDUX-rep2-peak.9166
chr2;72242321;72242554;234;72242400;33,22;7,67858;2,85186;5,15975;mDUX-rep2-peak.16014
chr2;177073538;177074812;1275;177073908;33,22;7,67858;2,85186;5,15975;mDUX-rep2-peak.17235
chr4;145413209;145413576;368;145413320;33,22;7,67858;2,85186;5,15975;mDUX-rep2-peak.20537
chr4;4242438;4242919;482;4242476;37,97;7,66771;2,73847;5,14915;mDUX-rep2-peak.19019
chr4;146270939;146271316;378;146271012;37,02;7,66771;2,67176;5,14915;mDUX-rep2-peak.20713
chr17;27965341;27965558;218;27965405;50,31;7,65652;2,33219;5,13805;mDUX-rep2-peak.12910
chr11;95775270;95775495;226;95775427;33,22;7,65548;2,84593;5,13706;mDUX-rep2-peak.4971
chr10;78281384;78281642;259;78281491;45,56;7,65458;2,45918;5,13617;mDUX-rep2-peak.3072
chr12;115622482;115622693;212;115622529;31,32;7,65355;2,95088;5,13514;mDUX-rep2-peak.6702
chr12;20299481;20299838;358;20299543;37,02;7,65031;2,66782;5,13193;mDUX-rep2-peak.5527
chr4;145743889;145744187;299;145744056;28,48;7,64985;3,13577;5,13147;mDUX-rep2-peak.20628
chr4;147156321;147156652;332;147156448;28,48;7,64985;3,13577;5,13147;mDUX-rep2-peak.20880
chr2;167336562;167336797;236;167336677;32,27;7,64146;2,89331;5,12316;mDUX-rep2-peak.17096
chr1;133676917;133677130;214;133676990;24,68;7,6345;3,44829;5,11628;mDUX-rep2-peak.1396
chr15;99484808;99485032;225;99484930;24,68;7,6345;3,44829;5,11628;mDUX-rep2-peak.11520
chr6;30044653;30044938;286;30044762;24,68;7,6345;3,44829;5,11628;mDUX-rep2-peak.23230
chr8;106940921;106941194;274;106940997;24,68;7,6345;3,44829;5,11628;mDUX-rep2-peak.27607
chr1;164743290;164743577;288;164743334;30,37;7,6309;3,00236;5,11272;mDUX-rep2-peak.1771
chr13;120141663;120141984;322;120141737;30,37;7,6309;3,00236;5,11272;mDUX-rep2-peak.8480
chr19;47384242;47384485;244;47384349;40,82;7,63015;2,6135;5,11201;mDUX-rep2-peak.15063
chr4;63056754;63057071;318;63056864;40,82;7,63015;2,6135;5,11201;mDUX-rep2-peak.19592
chr4;145444560;145445369;810;145445209;40,82;7,63015;2,6135;5,11201;mDUX-rep2-peak.20552
chr1;36989740;36990183;444;36990094;25,63;7,62915;3,35796;5,11109;mDUX-rep2-peak.371
chr16;84772685;84772956;272;84772841;25,63;7,62915;3,35796;5,11109;mDUX-rep2-peak.12477
chr13;120030620;120030975;356;120030743;28,48;7,62711;3,12878;5,10914;mDUX-rep2-peak.8470
chr1;3445652;3445988;337;3445778;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6
chr1;8581895;8582304;410;8582045;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.56
chr1;14824961;14825212;252;14825091;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.154
chr1;20760386;20760708;323;20760521;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.205
chr1;22466708;22467112;405;22467027;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.220
chr1;23191917;23192159;243;23192041;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.223
chr1;30415120;30415331;212;30415255;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.256
chr1;39639174;39639426;253;39639292;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.409
chr1;55291675;55291895;221;55291778;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.561
chr1;57476727;57476989;263;57476852;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.586
chr1;58760296;58760838;543;58760735;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.599
chr1;58761524;58762328;805;58761730;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.600
chr1;58796872;58797195;324;58796998;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.605
chr1;64506145;64506446;302;64506357;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.677
chr1;69141409;69141619;211;69141521;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.704
chr1;78385801;78386038;238;78385919;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.808
chr1;82948708;82949162;455;82948842;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.876
chr1;84979681;84980120;440;84979827;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.920
chr1;85164200;85164498;299;85164367;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.946
chr1;85346274;85346893;620;85346437;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.970
chr1;85642526;85642760;235;85642612;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1004
chr1;94366606;94366845;240;94366746;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1117
chr1;128859223;128859502;280;128859370;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1311
chr1;133526696;133527006;311;133526909;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1387
chr1;133527931;133528283;353;133528083;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1388
chr1;137067342;137067973;632;137067443;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1462
chr1;149323894;149324131;238;149324063;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1557
chr1;153660365;153660638;274;153660521;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1641
chr1;155667211;155667459;249;155667347;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1653
chr1;160508025;160508279;255;160508263;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1721
chr1;161198001;161198282;282;161198190;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1728
chr1;170238965;170239255;291;170239141;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1842
chr1;172661010;172661227;218;172661127;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1900
chr1;177305639;177305873;235;177305721;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1944
chr1;177989868;177990084;217;177989989;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1950
chr1;179124264;179124522;259;179124406;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1964
chr1;179510961;179511223;263;179511118;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.1970
chr1;185494081;185494385;305;185494251;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2052
chr10;4072582;4073183;602;4073006;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2174
chr10;4135361;4135588;228;4135457;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2177
chr10;4231214;4231611;398;4231481;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2182
chr10;6839718;6840123;406;6839829;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2208
chr10;7635412;7635637;226;7635581;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2220
chr10;8056177;8056473;297;8056366;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2224
chr10;11221817;11222071;255;11221916;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2249
chr10;18450507;18450769;263;18450606;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2343
chr10;25433648;25433898;251;25433822;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2443
chr10;30719061;30719272;212;30719166;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2508
chr10;34068736;34069032;297;34068861;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2530
chr10;36436758;36437064;307;36436874;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2557
chr10;39705969;39706205;237;39706060;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2598
chr10;41410272;41410557;286;41410400;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2617
chr10;41410837;41411145;309;41410913;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2618
chr10;41415470;41415744;275;41415634;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2619
chr10;45807617;45807870;254;45807744;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2699
chr10;51658009;51658273;265;51658114;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2749
chr10;68137623;68137849;227;68137685;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2941
chr10;68426445;68426660;216;68426584;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.2952
chr10;71465433;71465661;229;71465543;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3008
chr10;76013195;76013440;246;76013272;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3042
chr10;82157098;82157619;522;82157212;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3105
chr10;82514775;82515068;294;82514975;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3111
chr10;83770172;83770392;221;83770207;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3128
chr10;86784984;86785475;492;86785355;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3184
chr10;88691759;88692011;253;88691827;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3215
chr10;104074190;104074475;286;104074353;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3409
